locus_id,species,assembly,anchor_kind,anchor_label,matched_symbol,resolution_method,src_seqid,src_pos,n_genes,n_orth,n_support,cat_chrom,cat_seqid,rho,proj_start,proj_end,proj_point,span,anchor_ortholog,p_coloc,collinear_frac,conservation_class
L002,Channa argus,GCF_033026475.1,gene,DLAT,dlat,source:exact/synonym,NC_090220.1,1025699,21,19,12,chr15,NC_069724.1,-0.3076923076923077,5549622,9089991,9089991,3540369,dlat,1.162807614155725e-18,0.833,strong
L002,Channa argus,GCF_033026475.1,gene,MSX2,msx2b,source:duplicate-suffix,NC_090218.1,7742827,21,18,10,chr15,NC_069724.1,0.5757575757575757,41910,805859,41910,763949,msx2b,5.8379542401483415e-15,0.6,moderate
L002,Channa argus,GCF_033026475.1,gene,ZNRF3,znrf3,source:exact/synonym,NC_090207.1,5121564,21,15,14,chr24,NC_069733.1,0.4725274725274725,13568891,17341270,16969679,3772379,znrf3,6.371095831407633e-26,0.857,strong
L003,Larimichthys crocea,GCF_000972845.2,gene,Unc5d,unc5db,source:duplicate-suffix,NC_040013.1,49530013,21,12,7,chr24,NC_069733.1,-0.7500000000000002,13157625,17945094,15116850,4787469,,4.9030216039898455e-11,0.571,moderate
L003,Larimichthys crocea,GCF_000972845.2,gene,HUS1,hus1,source:exact/synonym,NC_040033.1,18991961,21,13,7,chr12,NC_069721.1,1.0,15364374,15697796,15864994,333422,,1.0501723997700504e-10,1.0,strong
L004,Micropterus salmoides,GCF_014851395.1,gene,Mapkap1,mapkap1,source:exact/synonym,NW_024041151.1,31113918,21,15,8,chr17,NC_069726.1,0.9285714285714288,15103129,17240779,14189849,2137650,,5.086401318390132e-12,0.625,moderate
L004,Micropterus salmoides,GCF_014851395.1,gene,Hmgcs1,hmgcs1,source:exact/synonym,NW_024041151.1,28807178,21,20,9,chr17,NC_069726.1,-0.2833333333333333,16133731,16988024,16610326,854293,hmgcs1,1.6547804743401314e-12,0.556,moderate
L004,Micropterus salmoides,GCF_014851395.1,gene,Slc27a6,slc27a6,source:exact/synonym,NW_024041151.1,31361225,21,17,12,chr17,NC_069726.1,0.8391608391608393,15103129,17240779,15131406,2137650,slc27a6,1.4631184298864478e-19,0.417,weak
L004,Micropterus salmoides,GCF_014851395.1,gene,Shroom3,shroom3,source:exact/synonym,NW_024041151.1,28569699,21,20,11,chr15,NC_069724.1,-0.6000000000000001,16850744,23467487,16933701,6616743,shroom3,2.8939973996618245e-16,0.455,weak
L005,Clarias fuscus,GCF_024256425.1,gene,mstnb,mstnb,source:exact/synonym,NC_071104.1,36327844,21,20,20,chr5,NC_069714.1,-1.0,27948917,29556481,29400907,1607564,mstnb,2.155319867392645e-38,1.0,strong
L005,Clarias fuscus,GCF_024256425.1,gene,egfr,egfra,source:duplicate-suffix,NC_071124.1,22031024,21,19,19,chr21,NC_069730.1,1.0,17554108,18113269,17744175,559161,egfra,1.6475406757077463e-36,1.0,strong
L005,Clarias fuscus,GCF_024256425.1,gene,serca1,atp2a1,alias(zebrafish):exact/synonym,NC_071115.1,8481165,21,14,14,chr13,NC_069722.1,1.0,6155128,6326722,6254696,171594,atp2a1,4.299898583623572e-27,1.0,strong
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,grid1,grid1a,source:duplicate-suffix,NC_024318.1,4568086,21,18,5,chr10,NC_069719.1,0.8999999999999998,2074781,4995105,2238822,2920324,,2.8476645027529103e-06,0.8,moderate
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,grid2,grid2,source:exact/synonym,NC_024328.1,20919359,21,15,7,chr8,NC_069717.1,-0.25,29678720,29896840,29868051,218120,,3.8486113193518545e-10,0.857,strong
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,shcbp1,shcbp1,source:exact/synonym,NC_024311.1,14469501,21,21,11,chr11,NC_069720.1,-0.4000000000000001,807434,10535948,7078933,9728514,,6.004571219153183e-16,0.636,moderate
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,sass6,sass6,source:exact/synonym,NC_024308.1,8208229,21,16,10,chr11,NC_069720.1,0.0787878787878787,11995108,20179665,12389291,8184557,sass6,1.094239235637129e-15,0.6,moderate
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,cdca7,cdca7a,source:duplicate-suffix,NC_024322.1,6187932,21,18,13,chr5,NC_069714.1,1.0,17429677,17926053,17704146,496376,cdca7a,2.6492669829797704e-21,1.0,strong
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,gh,gh1,source:exact/synonym,NC_024318.1,16481088,21,17,10,chr3,NC_069712.1,-0.5151515151515151,13670152,17871452,15402055,4201300,,2.625852950332614e-15,0.7,strong
L006,Cynoglossus semilaevis,GCF_000523025.1,gene,igf1,igf1,source:exact/synonym,NC_024314.1,18103056,21,18,8,chr18,NC_069727.1,-0.9761904761904764,3412760,3569837,3412760,157077,igf1,3.3396300054674085e-11,0.875,strong
L007,Epinephelus lanceolatus,GCF_041903045.1,gene,iqgap1,iqgap1,source:exact/synonym,NC_135735.1,51316707,21,13,9,chr25,NC_069734.1,1.0,10334928,10496773,10471238,161845,iqgap1,7.652713387304902e-15,1.0,strong
L007,Epinephelus lanceolatus,GCF_041903045.1,gene,mex3b,mex3b,source:exact/synonym,NC_135735.1,49832067,21,18,10,chr25,NC_069734.1,-0.3212121212121211,10325127,12549514,12521565,2224387,,5.8379542401483415e-15,0.7,strong
L007,Epinephelus lanceolatus,GCF_041903045.1,gene,ndufs3,ndufs3,source:exact/synonym,NC_135735.1,50257406,21,16,10,chr25,NC_069734.1,-0.3212121212121211,10325127,12549514,12532901,2224387,ndufs3,1.094239235637129e-15,0.7,strong
L008,Takifugu fasciatus,GCA_059138665.1,gene,ADGRB,AC4PPQ_031298,catfish-bridge:RBH,CM181140.1,4593537,21,4,3,chr29,NC_069738.1,-1.0,8931112,9304836,9304836,373724,adgrb2,8.867569787070983e-06,1.0,weak
L011,Cyprinus carpio,GCF_018340385.1,gene,pld1,pld1b,source:duplicate-suffix,NC_056595.1,17954323,21,7,7,chr22,NC_069731.1,1.0,20524439,21036497,20751367,512058,,6.557361194583971e-14,1.0,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,hip1,hip1,source:exact/synonym,NC_031979.2,12197277,21,17,6,chr14,NC_069723.1,0.942857142857143,4805806,6492215,6492215,1686409,hip1,5.480593325655092e-08,0.833,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,hectd1,hectd1,source:exact/synonym,NC_031983.2,3661635,21,17,13,chr10,NC_069719.1,-0.9725274725274724,21509001,28531833,21893414,7022832,hectd1,7.449546273233226e-22,0.769,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,elna,elna,source:exact/synonym,NC_031979.2,19942757,21,18,7,chr14,NC_069723.1,-1.0,9670438,11452448,10771053,1782010,,1.8388045865494722e-09,1.0,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,smyd1b,smyd1b,source:exact/synonym,NC_031977.2,24063882,21,17,16,chr8,NC_069717.1,0.6470588235294118,15172659,15798336,15713653,625677,smyd1b,1.2355998859424853e-29,0.938,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,rrp12,rrp12,source:exact/synonym,NC_031978.2,18947024,21,14,14,chr3,NC_069712.1,-0.5560439560439561,15420364,20810956,16786800,5390592,rrp12,4.299898583623572e-27,0.714,strong
L012,Oreochromis niloticus,GCF_001858045.2,gene,pprc1,pprc1,source:exact/synonym,NC_031978.2,18855436,21,14,10,chr3,NC_069712.1,0.0909090909090908,15420364,20810956,20745674,5390592,pprc1,1.400907326632718e-16,0.5,moderate
L015,Dentex dentex,GCF_900880675.2,gene,ANGPTL6,angptl6,source:exact/synonym,NC_044209.1,24476461,21,21,18,chr23,NC_069732.1,-0.997936016511868,4765251,5675180,5470251,909929,angptl6,1.6134836516597087e-31,0.944,strong
L018,Larimichthys polyactis,GCF_000972845.2,gene,kif26b,kif26ba,source:duplicate-suffix,NC_040018.1,17890828,21,17,7,chr10,NC_069719.1,-0.2857142857142857,29367424,29529514,29529514,162090,kif26ba,1.1367013640237176e-09,0.571,moderate
L018,Larimichthys polyactis,GCF_000972845.2,gene,bat1,ddx39b,alias(zebrafish):exact/synonym,NC_040023.1,7701271,21,17,14,chr29,NC_069738.1,-0.2747252747252747,6652210,8299488,6834067,1647278,ddx39b,2.8181364189576148e-24,0.714,strong
L018,Larimichthys polyactis,GCF_000972845.2,gene,amfr,amfra,source:duplicate-suffix,NC_040031.1,2767973,21,15,6,chr6,NC_069715.1,-0.4285714285714286,9222218,13605853,8784381,4383635,,2.2668548619876592e-08,0.5,moderate
L019,Pelteobagrus vachelli,GCF_022655615.1,gene,HSD11B2,hsd11b2,source:exact/synonym,NC_062518.1,5296019,21,21,21,chr25,NC_069734.1,1.0,5125364,5880791,5574159,755427,hsd11b2,2.819598811289979e-40,1.0,strong
L019,Pelteobagrus vachelli,GCF_022655615.1,gene,Sema7a,sema7a,source:exact/synonym,NC_062527.1,10004123,21,20,20,chr9,NC_069718.1,-1.0,16676033,16993474,16839075,317441,sema7a,2.155319867392645e-38,1.0,strong
L020,Scatophagus argus,GCF_020382885.2,gene,Hbp1,hbp1,source:exact/synonym,NC_058499.1,8420474,21,9,3,chr18,NC_069727.1,-1.0,6618959,11407059,5752604,4788100,,0.0001772784694413,1.0,weak
L020,Scatophagus argus,GCF_020382885.2,gene,Vgll4,vgll4a,source:duplicate-suffix,NC_058500.1,8226661,21,14,11,chr16,NC_069725.1,-0.2,542677,3506618,607078,2963941,vgll4a,6.742418878576074e-19,0.727,strong
L020,Scatophagus argus,GCF_020382885.2,gene,Pim3,pim3,source:exact/synonym,NC_058514.1,11154094,21,17,17,chr18,NC_069727.1,-1.0,13496246,17352843,14370519,3856597,LOC113531729,9.626867011160682e-33,1.0,strong
L022,Ictalurus punctatus,GCF_001660625.3,gene,gas1,gas1a,source:duplicate-suffix,NC_030437.2,12130694,21,21,21,chr24,NC_069733.1,1.0,10737309,11534805,11118014,797496,gas1a,2.819598811289979e-40,1.0,strong
L025,Nibea albiflora,GCA_014281875.1,gene,PLA2G4A,PLA2G4A,source:exact/synonym,CM024792.1,7635737,21,12,5,chr19,NC_069728.1,-1.0,2038303,2139165,2139165,100862,pla2g4ab,2.81067780988277e-07,1.0,moderate
L025,Nibea albiflora,GCA_014281875.1,gene,BRINP3,BRINP3,source:exact/synonym,CM024792.1,25407391,21,10,5,chr11,NC_069720.1,1.0,24037055,25297032,26813396,1259977,,9.140939860521625e-08,1.0,moderate
L025,Nibea albiflora,GCA_014281875.1,gene,P2RY1,P2RY1,source:exact/synonym,CM024800.1,18124790,21,14,10,chr9,NC_069718.1,-0.3333333333333332,22457704,23323591,22820891,865887,,1.400907326632718e-16,0.6,moderate
L027,Dicentrarchus labrax,GCF_905237075.1,gene,Jak,jak1,source:duplicate-suffix,NW_026136718.1,8403238,21,20,19,chr2,NC_069711.1,-0.9385964912280702,20887743,21920310,21345791,1032567,jak1,3.254130273935032e-35,0.737,strong
L027,Dicentrarchus labrax,GCF_905237075.1,gene,STAT,stat2,source:duplicate-suffix,NW_026136711.1,18616644,21,12,10,chr2,NC_069711.1,0.4545454545454545,104841,847796,835146,742955,stat2,9.460377856031856e-18,0.6,moderate
L027,Dicentrarchus labrax,GCF_905237075.1,gene,MAPK,mapk1,source:duplicate-suffix,NW_026136714.1,19752840,21,18,16,chr24,NC_069733.1,0.9352941176470588,11360944,19995014,15125090,8634070,mapk1,1.0983484860177535e-28,0.875,strong
L027,Dicentrarchus labrax,GCF_905237075.1,gene,IGFI,igf1,alias(zebrafish):exact/synonym,NW_026136724.1,18045061,21,19,13,chr18,NC_069727.1,0.4890109890109889,3412760,11443085,3412760,8030325,igf1,8.287467159120525e-21,0.538,moderate
L027,Dicentrarchus labrax,GCF_905237075.1,gene,gh1,gh1,source:exact/synonym,NW_026136760.1,379516,14,7,4,chr29,NC_069738.1,-0.3999999999999999,4648810,4925386,4925386,276576,gh1,9.93274100991194e-07,0.75,moderate
L028,Cyprinus carpio,GCF_018340385.1,gene,KISS2,kiss2,source:exact/synonym,NC_056600.1,12910570,21,14,10,chr18,NC_069727.1,0.9878787878787878,2847683,3412760,2890109,565077,kiss2,1.400907326632718e-16,0.9,strong
L028,Cyprinus carpio,GCF_018340385.1,gene,IGF1,igf1,source:exact/synonym,NC_056600.1,13281266,21,15,13,chr18,NC_069727.1,0.9945054945054944,2890109,3569837,3412760,679728,igf1,3.367878148003425e-23,0.923,strong
L028,Cyprinus carpio,GCF_018340385.1,gene,SMTLB,smtlb,source:exact/synonym,NC_056606.1,18482630,21,11,11,chr17,NC_069726.1,-0.5,2291851,5137655,2748705,2845804,smtlb,1.9205758018691918e-21,0.909,strong
L028,Cyprinus carpio,GCF_018340385.1,gene,CPE,cpe,source:exact/synonym,NC_056572.1,980583,21,13,13,chr28,NC_069737.1,0.3461538461538461,12662893,14117083,13235572,1454190,,3.2868707448551467e-25,0.615,moderate
L028,Cyprinus carpio,GCF_018340385.1,gene,DMRT2b,dmrt2b,source:exact/synonym,NC_056602.1,18752651,21,11,11,chr2,NC_069711.1,0.990909090909091,22675637,23735686,23355892,1060049,,1.9205758018691918e-21,0.909,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,fez2,ABVT39_024225,catfish-bridge:RBH,CM120187.1,20983070,21,17,6,chr1,NC_069710.1,0.1428571428571428,2292530,3657251,2292530,1364721,fez2a,5.480593325655092e-08,0.833,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,alg3,ABVT39_020409,catfish-bridge:RBH,CM120191.1,13438869,21,20,17,chr21,NC_069730.1,-1.0,10632484,11229629,10920004,597145,alg3,1.0572865713869105e-29,1.0,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,ece2,ABVT39_004967,catfish-bridge:RBH,CM120191.1,13333064,21,18,17,chr21,NC_069730.1,-1.0,10743851,11273517,10995501,529666,ece2a,1.7114264163103848e-31,1.0,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,arvcf,ABVT39_000686,catfish-bridge:RBH,CM120197.1,18719238,21,16,10,chr17,NC_069726.1,-0.0181818181818181,4370078,5061113,5033813,691035,arvcfa,1.094239235637129e-15,0.8,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,camk2,ABVT39_017076,catfish-bridge:RBH,CM120189.1,44961351,21,9,3,chr15,NC_069724.1,0.5,25377394,25430673,25377394,53279,camk2a,0.0001772784694413,0.667,weak
L029,Epinephelus coioides,GCA_051314025.1,gene,prrc2b,ABVT39_004392,catfish-bridge:RBH,CM120197.1,15566265,21,18,10,chr27,NC_069736.1,0.4545454545454545,1522475,5791470,1522475,4268995,prrc2b,5.8379542401483415e-15,0.9,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,sardh,ABVT39_005269,catfish-bridge:RBH,CM120197.1,22000158,21,17,15,chr17,NC_069726.1,0.9964285714285712,23444494,24091368,23894263,646874,sardh,7.463703355760517e-27,0.933,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,pappa,ABVT39_026765,catfish-bridge:RBH,CM120197.1,17164033,21,19,19,chr27,NC_069736.1,0.9385964912280702,1672635,3415710,2820155,1743075,pappaa,1.6475406757077463e-36,0.737,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,syk,ABVT39_018797,catfish-bridge:RBH,CM120197.1,4085708,21,15,14,chr17,NC_069726.1,0.2175824175824176,15075397,17240779,17061732,2165382,syk,6.371095831407633e-26,0.643,moderate
L029,Epinephelus coioides,GCA_051314025.1,gene,tert,ABVT39_023100,catfish-bridge:RBH,CM120194.1,2016856,21,15,7,chr29,NC_069738.1,0.9285714285714288,6677101,10191028,8681566,3513927,,3.8486113193518545e-10,0.714,strong
L029,Epinephelus coioides,GCA_051314025.1,gene,ftz-f1,ABVT39_021125,catfish-bridge:RBH,CM120185.1,24625135,21,19,13,chr11,NC_069720.1,0.967032967032967,11135296,13710474,12344736,2575178,,8.287467159120525e-21,0.923,strong
L033,Oncorhynchus kisutch,GCF_002021735.2,gene,Clock,clocka,source:duplicate-suffix,NC_034183.2,30195567,21,11,11,chr19,NC_069728.1,0.6000000000000001,3349831,4605659,4277567,1255828,,1.9205758018691918e-21,0.545,moderate
S017,Oreochromis niloticus,GCF_001858045.2,coordinate,"LG7:47,464,467",,coordinate:stated-assembly,NC_031972.2,47464467,21,18,17,chr9,NC_069718.1,-0.375,20275620,24045553,20420113,3769933,tmem117,1.7114264163103848e-31,0.647,moderate
C001,Ictalurus punctatus,GCF_001660625.3,coordinate,"Chr20:14,657,971",,coordinate:stated-assembly,NC_030435.2,14657971,21,9,7,chr21,NC_069730.1,1.0,11774179,12890201,12266946,1116022,,2.3069205324140052e-12,1.0,strong
C002,Ictalurus punctatus,GCF_001660625.3,coordinate,"Chr20:14,658,012",,coordinate:stated-assembly,NC_030435.2,14658012,21,9,7,chr21,NC_069730.1,1.0,11774179,12890201,12266946,1116022,,2.3069205324140052e-12,1.0,strong
C003,Tachysurus fulvidraco,GCF_022655615.1,gene,stat5b,stat5b,source:exact/synonym,NC_062525.1,20306777,21,16,16,chr12,NC_069721.1,1.0,1464665,1811076,1588169,346411,stat5b,7.358840430354957e-31,1.0,strong
C004,Tachysurus fulvidraco,GCF_022655615.1,gene,igf1,igf1,source:exact/synonym,NC_062536.1,18259775,21,21,21,chr18,NC_069727.1,-1.0,2890109,3690241,3412760,800132,igf1,2.819598811289979e-40,1.0,strong
C004,Tachysurus fulvidraco,GCF_022655615.1,gene,myf5,myf5,source:exact/synonym,NC_062536.1,19989043,21,12,12,chr18,NC_069727.1,-1.0,864980,1779086,1462791,914106,myf5,2.512505605255551e-23,1.0,strong
C004,Tachysurus fulvidraco,GCF_022655615.1,gene,myf6,myf6,source:exact/synonym,NC_062536.1,19996704,21,12,12,chr18,NC_069727.1,-1.0,761305,1756770,1444948,995465,myf6,2.512505605255551e-23,1.0,strong
C005,Clarias macrocephalus,GCF_024256425.1,gene,egln2,egln2,source:exact/synonym,NC_071110.1,12272762,21,20,20,chr14,NC_069723.1,-1.0,16094193,16560493,16377488,466300,egln2,2.1553198673926452e-38,1.0,strong
C005,Clarias macrocephalus,GCF_024256425.1,gene,zfyve21,zfyve21,source:exact/synonym,NC_071107.1,32956181,21,13,13,chr3,NC_069712.1,0.9945054945054945,29008852,30375190,30070770,1366338,zfyve21,3.286870744855147e-25,0.923,strong
C005,Clarias macrocephalus,GCF_024256425.1,gene,jph3a,jph3a,source:exact/synonym,NC_071114.1,26631067,21,14,13,chr11,NC_069720.1,0.9945054945054945,5344908,5520616,5407086,175708,jph3a,4.5457203612100995e-24,0.923,strong
C007,Ictalurus punctatus,GCF_001660625.3,gene,gas1,gas1a,source:duplicate-suffix,NC_030437.2,12130694,21,21,21,chr24,NC_069733.1,1.0,10737309,11534805,11118014,797496,gas1a,2.819598811289979e-40,1.0,strong
C014,Tachysurus fulvidraco,GCF_022655615.1,gene,GH,gh1,manual-alias:gh1,NC_062524.1,4118386,21,15,15,chr29,NC_069738.1,1.0,4751928,5163277,4925386,411349,gh1,5.625146001980318e-29,1.0,strong
C015,Tachysurus fulvidraco,GCF_022655615.1,gene,GH,gh1,manual-alias:gh1,NC_062524.1,4118386,21,15,15,chr29,NC_069738.1,1.0,4751928,5163277,4925386,411349,gh1,5.625146001980318e-29,1.0,strong
C016,Tachysurus fulvidraco,GCF_022655615.1,gene,GH,gh1,manual-alias:gh1,NC_062524.1,4118386,21,15,15,chr29,NC_069738.1,1.0,4751928,5163277,4925386,411349,gh1,5.625146001980318e-29,1.0,strong
C017,Clarias fuscus,GCF_024256425.1,gene,mstnb,mstnb,source:exact/synonym,NC_071104.1,36327844,21,19,19,chr5,NC_069714.1,-1.0,28015687,29556481,29400907,1540794,mstnb,1.6475406757077463e-36,1.0,strong
C017,Clarias fuscus,GCF_024256425.1,gene,egfr,egfra,source:duplicate-suffix,NC_071124.1,22031024,21,18,18,chr21,NC_069730.1,1.0,17568897,18113269,17744175,544372,egfra,1.2593909234434034e-34,1.0,strong
C017,Clarias fuscus,GCF_024256425.1,gene,serca1,atp2a1,alias(zebrafish):exact/synonym,NC_071115.1,8481165,21,12,12,chr13,NC_069722.1,1.0,6155128,6290424,6254696,135296,atp2a1,2.512505605255551e-23,1.0,strong
C019,Hemibagrus wyckioides,GCF_019097595.1,gene,gng3,gng3,source:exact/synonym,NC_080727.1,20714716,21,17,17,chr15,NC_069724.1,1.0,4965904,5377269,5070036,411365,gng3,9.626867011160682e-33,1.0,strong
C019,Hemibagrus wyckioides,GCF_019097595.1,gene,aspp2,tp53bp2a,manual-alias:tp53bp2,NC_080738.1,10713227,21,18,18,chr28,NC_069737.1,-1.0,8013002,8835171,8530277,822169,tp53bp2a,1.2593909234434034e-34,1.0,strong
C019,Hemibagrus wyckioides,GCF_019097595.1,gene,mgp,mgp,source:exact/synonym,NC_080721.1,15543399,21,10,10,chr29,NC_069738.1,-0.9999999999999999,1360326,1676767,1427956,316441,mgp,1.468100768814132e-19,1.0,strong
C019,Hemibagrus wyckioides,GCF_019097595.1,gene,rusc2,rusc2,source:exact/synonym,NC_080731.1,21450294,21,15,15,chr24,NC_069733.1,-1.0,349218,936605,677083,587387,rusc2,5.625146001980318e-29,1.0,strong
C028,Ictalurus punctatus,GCF_001660625.3,gene,bmpr1bb,bmpr1bb,source:exact/synonym,NC_030431.2,1307426,21,18,18,chr17,NC_069726.1,-1.0,4343445,5076601,4625948,733156,bmpr1bb,1.2593909234434034e-34,1.0,strong
C028,Ictalurus punctatus,GCF_001660625.3,gene,fgfrl1b,fgfrl1b,source:exact/synonym,NC_030423.2,27819174,21,11,11,chr7,NC_069716.1,-1.0,1787407,3704668,3155710,1917261,fgfrl1b,1.920575801869192e-21,1.0,strong
C028,Ictalurus punctatus,GCF_001660625.3,gene,nipbl,nipblb,source:duplicate-suffix,NC_030431.2,1553739,21,19,19,chr17,NC_069726.1,-1.0,4210136,4625948,4343445,415812,nipblb,1.6475406757077463e-36,1.0,strong
C028,Ictalurus punctatus,GCF_001660625.3,gene,foxp2,foxp2,source:exact/synonym,NC_030434.2,16375911,21,19,19,chr18,NC_069727.1,1.0,16111117,17260182,16769203,1149065,foxp2,1.6475406757077463e-36,1.0,strong
C028,Ictalurus punctatus,GCF_001660625.3,gene,pax5,pax5,source:exact/synonym,NC_030444.2,2095618,21,19,19,chr28,NC_069737.1,-1.0,14128851,14707391,14440751,578540,pax5,1.6475406757077463e-36,1.0,strong
