rank,symbol,gene_id,src_start,src_end,src_strand,cat_gene,cat_seqid,cat_pos,cat_symbol,locus_id,species,assembly,anchor_label,anchor_kind
4,ABVT39_007932,ABVT39_007932,25296458,25299863,+,LOC113536202,NC_069732.1,6012617.0,LOC113536202,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
5,ABVT39_014204,ABVT39_014204,25301776,25302969,-,LOC113539445,NC_069729.1,682976.0,LOC113539445,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
6,ABVT39_021807,ABVT39_021807,25305516,25306547,+,fndc10,NC_069729.1,690309.0,fndc10,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
7,ABVT39_013976,ABVT39_013976,25308913,25314059,+,,,,,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
8,ABVT39_013644,ABVT39_013644,25314698,25318279,+,,,,,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
9,ABVT39_018971,ABVT39_018971,25318566,25325572,-,atad3,NC_069729.1,711945.0,atad3,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
10,ABVT39_024842,ABVT39_024842,25326139,25329119,-,mrpl20,NC_069729.1,720867.0,mrpl20,W037,Epinephelus coioides,GCA_051314025.1,capzb,gene
-10,ABVT39_003184,ABVT39_003184,29417979,29420297,-,LOC113534338,NC_069715.1,14371551.0,LOC113534338,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-9,ABVT39_018292,ABVT39_018292,29421972,29426084,+,kbtbd4,NC_069715.1,14378011.0,kbtbd4,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-8,ABVT39_021784,ABVT39_021784,29427012,29434508,+,rapsn,NC_069715.1,14389162.0,rapsn,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-7,ABVT39_015782,ABVT39_015782,29434715,29440073,+,,,,,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-6,ABVT39_013257,ABVT39_013257,29440146,29449612,-,ighmbp2,NC_069715.1,14398889.0,ighmbp2,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-5,ABVT39_000176,ABVT39_000176,29449855,29456312,+,chid1,NC_069718.1,20125898.0,chid1,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-4,ABVT39_018096,ABVT39_018096,29456987,29460912,-,gatd1,NC_069718.1,20130945.0,gatd1,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-3,ABVT39_011637,ABVT39_011637,29461041,29479047,-,cracr2b,NC_069718.1,24136748.0,cracr2b,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-2,ABVT39_009522,ABVT39_009522,29483863,29487238,+,tmem138,NC_069718.1,24151263.0,tmem138,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-1,ABVT39_003218,ABVT39_003218,29490703,29521576,-,myrf,NC_069718.1,23418480.0,myrf,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
0,ABVT39_003391,ABVT39_003391,29532450,29563430,+,eps8l2,NC_069718.1,23370301.0,eps8l2,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
1,ABVT39_017039,ABVT39_017039,29563546,29573415,-,LOC113529790,NC_069718.1,23323591.0,LOC113529790,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
2,ABVT39_008500,ABVT39_008500,29580440,29581624,+,LOC113529984,NC_069718.1,23307343.0,LOC113529984,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
3,ABVT39_000972,ABVT39_000972,29588833,29594988,-,ppp1r32,NC_069718.1,23297929.0,ppp1r32,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
4,ABVT39_021212,ABVT39_021212,29618446,29731458,-,,,,,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
5,ABVT39_021119,ABVT39_021119,29745647,29756084,-,pidd1,NC_069718.1,23128457.0,pidd1,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
6,ABVT39_012838,ABVT39_012838,29760684,29770733,+,pnpla2,NC_069718.1,23111673.0,pnpla2,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
7,ABVT39_004591,ABVT39_004591,29773327,29793052,+,zmp:0000001167,NC_069718.1,23086575.0,zmp:0000001167,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
8,ABVT39_025413,ABVT39_025413,29797863,29804946,+,pgghg,NC_069718.1,23059531.0,pgghg,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
9,ABVT39_011074,ABVT39_011074,29805671,29816311,+,incenp,NC_069718.1,20046602.0,incenp,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
10,ABVT39_000598,ABVT39_000598,29819487,29820588,+,,,,,W037,Epinephelus coioides,GCA_051314025.1,eps8l2,gene
-10,myo10l1,myo10l1,14679767,14697032,-,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-9,LOC137101723,LOC137101723,14697223,14722004,-,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-8,atg9a,atg9a,14729186,14740291,+,atg9a,NC_069711.1,32374272.0,atg9a,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-7,zgc:112416,zgc:112416,14740615,14743252,-,zgc:112416,NC_069711.1,32422813.0,zgc:112416,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-6,pcnt,pcnt,14744032,14778261,+,pcnt,NC_069711.1,32400909.0,pcnt,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-5,senp2,senp2,14779417,14787183,+,senp2,NC_069711.1,32433261.0,senp2,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-4,LOC137101616,LOC137101616,14788179,14793092,+,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-3,LOC137101615,LOC137101615,14793402,14799647,+,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-2,LOC137101613,LOC137101613,14800551,14809269,+,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-1,uggt1,uggt1,14810122,14834286,-,uggt1,NC_069713.1,31514170.0,uggt1,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
0,hs6st1a,hs6st1a,14838213,14890222,-,hs6st1b,NC_069731.1,12728604.0,hs6st1b,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
1,otomp,otomp,14992838,14999098,-,otomp,NC_069713.1,31279199.0,otomp,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
2,acvr1l,acvr1l,15001241,15009771,+,acvr1l,NC_069713.1,31265933.0,acvr1l,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
3,d2hgdh,d2hgdh,15008817,15014930,-,d2hgdh,NC_069713.1,31257010.0,d2hgdh,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
4,LOC137101897,LOC137101897,15015686,15024045,-,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
5,LOC137101901,LOC137101901,15024164,15030898,+,LOC113533213,NC_069730.1,15518597.0,LOC113533213,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
6,zgc:110158,zgc:110158,15031005,15066274,-,zgc:110158,NC_069713.1,31216090.0,zgc:110158,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
7,keap1a,keap1a,15089744,15106506,-,keap1a,NC_069713.1,31151186.0,keap1a,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
8,crlf1a,crlf1a,15117672,15135449,+,crlf1a,NC_069713.1,31121953.0,crlf1a,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
9,odf3l2a,odf3l2a,15137612,15139544,+,,,,,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
10,ebi3,ebi3,15139588,15142444,-,ebi3,NC_069713.1,31095420.0,ebi3,W040,Channa maculata,GCF_033026475.1,HS6ST1,gene
-10,podxl2,podxl2,3277006,3298564,-,podxl2,NC_069729.1,14628633.0,podxl2,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-9,mcm2,mcm2,3299285,3307725,-,mcm2,NC_069729.1,14605132.0,mcm2,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-8,ccdc51,ccdc51,3308117,3310333,-,ccdc51,NC_069729.1,14597214.0,ccdc51,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-7,tma7,tma7,3310587,3312418,+,tma7,NC_069729.1,14594136.0,tma7,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-6,dnase1l4.1,dnase1l4.1,3313940,3323821,-,LOC113538112,NC_069729.1,14587092.0,LOC113538112,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-5,dnase1l4.2,dnase1l4.2,3321151,3328761,+,dnase1l4.2,NC_069729.1,14575840.0,dnase1l4.2,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-4,wu:fc11c11,wu:fc11c11,3326971,3336619,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-3,si:dkey-222f2.1,si:dkey-222f2.1,3340626,3346848,+,si:dkey-222f2.1,NC_069729.1,14567173.0,si:dkey-222f2.1,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-2,LOC127519852,LOC127519852,3349720,3353216,-,LOC113537860,NC_069729.1,14560709.0,LOC113537860,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-1,LOC127519883,LOC127519883,3353220,3353629,+,LOC113537859,NC_069729.1,14557228.0,LOC113537859,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
0,cers5,cers5,3354344,3377039,-,cers5,NC_069729.1,14534988.0,cers5,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
1,LOC127519804,LOC127519804,3378816,3385358,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
2,LOC127519857,LOC127519857,3383877,3393581,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
3,LOC127519835,LOC127519835,3393726,3403360,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
4,LOC127519863,LOC127519863,3403461,3407364,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
5,LOC127519755,LOC127519755,3476408,3507111,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
6,LOC127519843,LOC127519843,3518011,3564298,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
7,LOC127519749,LOC127519749,3533205,3705867,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
8,LOC127519869,LOC127519869,3616518,3682251,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
9,LOC127519827,LOC127519827,3688714,3695541,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
10,LOC127519775,LOC127519775,3707617,3782523,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,cers5,gene
-10,c22h1orf127,c22h1orf127,19753194,19762429,-,c16h1orf127,NC_069725.1,7319023.0,c16h1orf127,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-9,tardbpa,tardbpa,19762377,19768582,+,tardbpa,NC_069725.1,7327782.0,tardbpa,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-8,sst6,sst6,19770909,19773384,-,sst6,NC_069725.1,7332290.0,sst6,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-7,pgd,pgd,19773622,19784663,-,pgd,NC_069725.1,7339951.0,pgd,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-6,kif1b,kif1b,19787255,19872777,-,kif1b,NC_069725.1,7390286.0,kif1b,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-5,ube4b,ube4b,19873599,19903641,-,ube4b,NC_069725.1,7447084.0,ube4b,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-4,rbp7a,rbp7a,19904109,19906968,-,rbp7a,NC_069725.1,7460633.0,rbp7a,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-3,nmnat1,nmnat1,19907324,19915421,-,nmnat1,NC_069725.1,7469037.0,nmnat1,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-2,lzic,lzic,19914888,19919262,+,lzic,NC_069725.1,7476189.0,lzic,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-1,clstn1,clstn1,19922221,19969443,-,clstn1,NC_069725.1,7502511.0,clstn1,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
0,ctnnbip1,ctnnbip1,19997509,20026204,-,ctnnbip1,NC_069725.1,7557772.0,ctnnbip1,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
1,pik3cd,pik3cd,20029836,20058287,-,pik3cd,NC_069725.1,7590033.0,pik3cd,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
2,foxl2l,foxl2l,20061080,20062565,-,foxl2l,NC_069725.1,7609102.0,foxl2l,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
3,tmem201,tmem201,20064530,20080344,-,tmem201,NC_069725.1,7621271.0,tmem201,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
4,slc25a33,slc25a33,20081171,20092848,-,slc25a33,NC_069725.1,7637038.0,slc25a33,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
5,aurkaip1,aurkaip1,20096459,20099436,+,aurkaip1,NC_069725.1,7650024.0,aurkaip1,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
6,mxra8b,mxra8b,20101106,20112417,+,mxra8b,NC_069725.1,7660226.0,mxra8b,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
7,dvl1a,dvl1a,20115216,20159256,+,dvl1a,NC_069725.1,7692049.0,dvl1a,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
8,tnfrsf9a,tnfrsf9a,20166015,20169616,+,tnfrsf9a,NC_069725.1,7716551.0,tnfrsf9a,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
9,ccdc187,ccdc187,20171330,20194424,-,ccdc187,NC_069725.1,7732866.0,ccdc187,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
10,uts2a,uts2a,20196667,20199650,+,uts2a,NC_069725.1,7748621.0,uts2a,W041,Ctenopharyngodon idella,GCF_019924925.1,ctnnbip1,gene
-10,fam83ha,fam83ha,4008447,4023460,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-9,mlh1,mlh1,4030055,4037502,+,mlh1,NC_069712.1,24388580.0,mlh1,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-8,lrrfip2,lrrfip2,4037910,4067996,-,lrrfip2,NC_069712.1,24302486.0,lrrfip2,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-7,mrpl14,mrpl14,4068847,4070149,+,mrpl14,NC_069712.1,24225130.0,mrpl14,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-6,capn1a,capn1a,4070350,4086972,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-5,capn2a,capn2a,4087212,4104023,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-4,cdh23,cdh23,4105921,4377287,+,cdh23,NC_069712.1,30375190.0,cdh23,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-3,LOC127524601,LOC127524601,4255080,4260110,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-2,vsir,vsir,4338681,4351208,-,vsir,NC_069712.1,30298652.0,vsir,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-1,eif3s6ip,eif3s6ip,4378849,4388402,-,eif3s6ip,NC_069712.1,30166403.0,eif3s6ip,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
0,smoc2,smoc2,4389736,4424338,+,smoc2,NC_069712.1,30192593.0,smoc2,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
1,dact2,dact2,4468229,4474012,+,dact2,NC_069712.1,30156485.0,dact2,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
2,ablim1a,ablim1a,4505605,4551474,-,ablim1a,NC_069712.1,30109258.0,ablim1a,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
3,fhip2a,fhip2a,4557905,4571764,-,fhip2a,NC_069712.1,30082711.0,fhip2a,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
4,zfyve21,zfyve21,4572732,4582491,+,zfyve21,NC_069712.1,30070770.0,zfyve21,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
5,LOC127525375,LOC127525375,4851567,5044291,-,LOC113542066,NC_069712.1,29657836.0,LOC113542066,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
6,zfand3,zfand3,5074719,5094458,-,zfand3,NC_069712.1,29516899.0,zfand3,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
7,btbd9,btbd9,5107561,5116840,-,btbd9,NC_069712.1,29491813.0,btbd9,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
8,glo1,glo1,5118234,5124038,-,glo1,NC_069712.1,29481047.0,glo1,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
9,LOC127525393,LOC127525393,5126145,5129796,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
10,LOC127525390,LOC127525390,5129987,5131547,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,smoc2,gene
-10,atxn7l1,atxn7l1,15770451,15795133,+,atxn7l1,NC_069727.1,8059983.0,atxn7l1,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-9,znf800b,znf800b,15797125,15811789,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-8,grm8a,grm8a,15813091,16002384,+,grm8a,NC_069727.1,8208122.0,grm8a,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-7,LOC127511522,LOC127511522,16016166,16022503,-,LOC117596189,NC_069735.1,19184463.0,LOC117596189,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-6,LOC127511521,LOC127511521,16027851,16032637,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-5,gpr37b,gpr37b,16139142,16151603,+,gpr37b,NC_069727.1,8374441.0,gpr37b,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-4,tmem229a,tmem229a,16183757,16188101,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-3,waslb,waslb,16200258,16218457,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-2,lmod2b,lmod2b,16217539,16224155,-,lmod2b,NC_069727.1,8442580.0,lmod2b,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-1,asb15b,asb15b,16225333,16229199,-,asb15b,NC_069727.1,8450168.0,asb15b,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
0,ano6,ano6,16232147,16244877,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
1,pwp1,pwp1,16245211,16251441,+,pwp1,NC_069726.1,13669291.0,pwp1,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
2,mrpl42,mrpl42,16251899,16254012,+,mrpl42,NC_069727.1,21010400.0,mrpl42,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
3,ube2nb,ube2nb,16254414,16259965,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
4,nudt4b,nudt4b,16263872,16274171,+,nudt4b,NC_069718.1,26205245.0,nudt4b,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
5,dnajc2,dnajc2,16274770,16281670,+,dnajc2,NC_069718.1,26189277.0,dnajc2,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
6,pmpcb,pmpcb,16281603,16289915,-,pmpcb,NC_069718.1,26179327.0,pmpcb,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
7,med21,med21,16307115,16310475,-,med21,NC_069718.1,26170755.0,med21,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
8,tm7sf3,tm7sf3,16310415,16326164,+,tm7sf3,NC_069718.1,26157667.0,tm7sf3,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
9,fgfr1op2,fgfr1op2,16327450,16330229,-,fgfr1op2,NC_069718.1,26143467.0,fgfr1op2,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
10,gas2l3,gas2l3,16330039,16349406,+,gas2l3,NC_069718.1,26126940.0,gas2l3,W041,Ctenopharyngodon idella,GCF_019924925.1,ano6,gene
-10,znf800b,znf800b,15797125,15811789,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-9,grm8a,grm8a,15813091,16002384,+,grm8a,NC_069727.1,8208122.0,grm8a,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-8,LOC127511522,LOC127511522,16016166,16022503,-,LOC117596189,NC_069735.1,19184463.0,LOC117596189,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-7,LOC127511521,LOC127511521,16027851,16032637,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-6,gpr37b,gpr37b,16139142,16151603,+,gpr37b,NC_069727.1,8374441.0,gpr37b,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-5,tmem229a,tmem229a,16183757,16188101,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-4,waslb,waslb,16200258,16218457,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-3,lmod2b,lmod2b,16217539,16224155,-,lmod2b,NC_069727.1,8442580.0,lmod2b,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-2,asb15b,asb15b,16225333,16229199,-,asb15b,NC_069727.1,8450168.0,asb15b,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-1,ano6,ano6,16232147,16244877,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
0,pwp1,pwp1,16245211,16251441,+,pwp1,NC_069726.1,13669291.0,pwp1,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
1,mrpl42,mrpl42,16251899,16254012,+,mrpl42,NC_069727.1,21010400.0,mrpl42,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
2,ube2nb,ube2nb,16254414,16259965,+,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
3,nudt4b,nudt4b,16263872,16274171,+,nudt4b,NC_069718.1,26205245.0,nudt4b,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
4,dnajc2,dnajc2,16274770,16281670,+,dnajc2,NC_069718.1,26189277.0,dnajc2,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
5,pmpcb,pmpcb,16281603,16289915,-,pmpcb,NC_069718.1,26179327.0,pmpcb,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
6,med21,med21,16307115,16310475,-,med21,NC_069718.1,26170755.0,med21,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
7,tm7sf3,tm7sf3,16310415,16326164,+,tm7sf3,NC_069718.1,26157667.0,tm7sf3,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
8,fgfr1op2,fgfr1op2,16327450,16330229,-,fgfr1op2,NC_069718.1,26143467.0,fgfr1op2,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
9,gas2l3,gas2l3,16330039,16349406,+,gas2l3,NC_069718.1,26126940.0,gas2l3,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
10,arid2,arid2,16354232,16375333,+,arid2,NC_069718.1,26092880.0,arid2,W041,Ctenopharyngodon idella,GCF_019924925.1,pwp1,gene
-10,casr,casr,4130147,4139897,+,casr,NC_069736.1,1283650.0,casr,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-9,b4galt4,b4galt4,4144791,4160841,+,b4galt4,NC_069736.1,1294531.0,b4galt4,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-8,arhgap31,arhgap31,4171407,4203247,+,arhgap31,NC_069736.1,1322992.0,arhgap31,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-7,zbtb20,zbtb20,4207040,4290207,+,zbtb20,NC_069736.1,1404561.0,zbtb20,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-6,si:dkey-251i10.3,si:dkey-251i10.3,4294491,4316446,+,si:dkey-251i10.3,NC_069736.1,1470573.0,si:dkey-251i10.3,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-5,si:dkey-251i10.2,si:dkey-251i10.2,4320134,4326263,+,si:dkey-251i10.2,NC_069736.1,1483608.0,si:dkey-251i10.2,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-4,si:dkey-251i10.1,si:dkey-251i10.1,4327944,4334593,-,,,,,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-3,ebf2,ebf2,4345724,4379332,-,ebf2,NC_069733.1,4908935.0,ebf2,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-2,sebox,sebox,4389437,4392231,-,sebox,NC_069736.1,6271722.0,sebox,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
-1,unga,unga,4396640,4407628,+,unga,NC_069733.1,4490875.0,unga,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
0,mlxip,mlxip,4409341,4481198,+,mlxip,NC_069733.1,4512309.0,mlxip,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
1,rsrc2,rsrc2,4486536,4506961,+,rsrc2,NC_069733.1,4341513.0,rsrc2,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
2,si:ch211-110p13.9,si:ch211-110p13.9,4506834,4512923,-,si:ch211-110p13.9,NC_069733.1,4330158.0,si:ch211-110p13.9,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
3,zcchc8,zcchc8,4512943,4522003,+,zcchc8,NC_069733.1,4319385.0,zcchc8,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
4,clip1a,clip1a,4533766,4584035,+,clip1a,NC_069733.1,4292428.0,clip1a,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
5,cdca5,cdca5,4585859,4590207,+,cdca5,NC_069736.1,5824299.0,cdca5,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
6,rom1a,rom1a,4609138,4616520,+,rom1a,NC_069736.1,5841846.0,rom1a,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
7,rps6ka4,rps6ka4,4619844,4649478,+,rps6ka4,NC_069736.1,5855791.0,rps6ka4,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
8,flrt1a,flrt1a,4724811,4814227,+,flrt1a,NC_069736.1,5948385.0,flrt1a,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
9,stip1,stip1,4847703,4861375,+,stip1,NC_069736.1,5999119.0,stip1,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
10,im:7154036,im:7154036,4864659,4877655,+,im:7154036,NC_069736.1,6015263.0,im:7154036,W041,Ctenopharyngodon idella,GCF_019924925.1,chrebp,gene
